2025-11-28T05:10:13.176Z | INFO  | APP:START | === Booting Proton VPN 4.3.7 [Microsoft Windows NT 10.0.26100.0] X64 === | {"Caller":"Log4NetLogger..ctor:40"}
2025-11-28T05:14:27.693Z | INFO  | DNS | No fresh IP addresses for host 'protonvpn.com' were found in the cache. Triggering a refresh. | {"Caller":"ARecordDnsManagerBase.ResolveOrGetFromCacheAsync:93"}
2025-11-28T05:14:27.693Z | INFO  | DNS | Attempting a UDP DNS request for host 'protonvpn.com'. | {"Caller":"DnsManager.ResolveDnsAsync:66"}
2025-11-28T05:14:27.693Z | INFO  | DNS:RESOLVE | Attempting to resolve host 'protonvpn.com'. | {"Caller":"DnsResolverBase.ResolveAsync:64"}
2025-11-28T05:14:27.693Z | INFO  | DNS:NAME_SERVER | Getting name servers from available network interfaces. | {"Caller":"NameServersLoader.Get:45"}
2025-11-28T05:14:27.701Z | INFO  | DNS:NAME_SERVER | Found 1 name servers. | {"Caller":"NameServersLoader.Get:61"}
2025-11-28T05:14:27.701Z | INFO  | DNS:RESOLVE | Attempting to resolve host 'protonvpn.com' through '108.61.10.10:53'. | {"Caller":"DnsOverUdpResolver.TryResolveAsync:84"}
2025-11-28T05:14:27.714Z | INFO  | DNS:RESPONSE | The endpoint '108.61.10.10:53' responded successfully to the DNS query of host 'protonvpn.com'. | {"Caller":"DnsOverUdpResolver.ResolveAsync:122"}
2025-11-28T05:14:27.714Z | INFO  | DNS:RESPONSE | 1 records were received for host 'protonvpn.com' with DNS over UDP endpoint '108.61.10.10:53'. TTL is 300 seconds. | {"Caller":"DnsOverUdpResolver.ResolveAsync:129"}
2025-11-28T05:14:27.714Z | INFO  | DNS:RESPONSE | Created DNS response entity for host 'protonvpn.com' with 1 IP addresses and an expiration date in UTC of 28/11/2025 05:19:27 a. m. based on a TTL of 00:05:00. | {"Caller":"DnsResolverBase.CreateDnsResponseWithIpAddresses:182"}
2025-11-28T05:14:27.715Z | INFO  | DNS:RESPONSE | Successfully resolved host 'protonvpn.com'. | {"Caller":"DnsResolverBase.LogResult:81"}
2025-11-28T05:14:27.715Z | INFO  | DNS | The UDP DNS request was successful for host 'protonvpn.com'. Saving to cache. | {"Caller":"DnsManager.ResolveDnsAsync:71"}
2025-11-28T05:14:27.715Z | INFO  | SETTINGS:CHANGED | Setting 'DnsCache' changed from '32987Z","ExpirationDateTimeUtc":"2025-11-28T05:19:53.6832987Z"}}' to '32987Z","ExpirationDateTimeUtc":"2025-11-28T05:19:53.6832987Z"}}'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.716Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/ic-bag-percent@3x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.952Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/feature/v2/frontend": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:27.952Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/v2/clientconfig": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:27.952Z | INFO  | API:RESPONSE | POST "https://185.159.159.148/vpn/v1/certificate": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:27.967Z | INFO  | SETTINGS:CHANGED | Setting 'ConnectionCertificate' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.967Z | INFO  | USER.CERT:NEW | New connection certificate successfully saved. Expires at 29/11/2025 05:14:27 a. m. +00:00. | {"Caller":"ConnectionCertificateManager.RequestConnectionCertificateAsync:209"}
2025-11-28T05:14:27.976Z | INFO  | SETTINGS:CHANGED | Setting 'OpenVpnTcpPorts' changed from 'null' to '[443,7770,8443]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.977Z | INFO  | SETTINGS:CHANGED | Setting 'OpenVpnUdpPorts' changed from 'null' to '[80,51820,4569,1194,5060]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.978Z | INFO  | SETTINGS:CHANGED | Setting 'WireGuardUdpPorts' changed from 'null' to '[443,88,1224,51820,500,4500]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.979Z | INFO  | SETTINGS:CHANGED | Setting 'WireGuardTcpPorts' changed from 'null' to '[443]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.979Z | INFO  | SETTINGS:CHANGED | Setting 'WireGuardTlsPorts' changed from 'null' to '[443]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.980Z | INFO  | SETTINGS:CHANGED | Setting 'IsFeatureConnectedServerCheckEnabled' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.981Z | INFO  | SETTINGS:CHANGED | Setting 'ConnectedServerCheckInterval' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.988Z | INFO  | SETTINGS:CHANGED | Setting 'ChangeServerSettings' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.993Z | INFO  | SETTINGS:CHANGED | Setting 'DisabledSmartProtocols' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:28.249Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/ic-bag-percent@3x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:28.258Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-modal-dark@2x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:28.482Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-modal-dark@2x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:28.492Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/v1/featureconfig/dynamic-bug-reports" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:28.599Z | INFO  | SETTINGS:CHANGED | Setting 'LastSeenWhatsNewOverlayVersion' changed from 'null' to '2'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:28.600Z | INFO  | SETTINGS:CHANGED | Setting 'WasWelcomeOverlayDisplayed' changed from 'null' to 'true'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:28.707Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/v1/featureconfig/dynamic-bug-reports": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:29.666Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-modal-light@2x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:29.953Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-modal-light@2x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:30.241Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/notification-icon@3x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:30.410Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/notification-icon@3x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:30.412Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-banner-dark@2x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:30.590Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-banner-dark@2x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:30.591Z | INFO  | API:REQUEST | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-banner-light@2x.png" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:30.761Z | INFO  | API:RESPONSE | GET "https://185.159.159.140/download/resources/promo/bf2025-unlimited12/usd/en-desktop-banner-light@2x.png": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:30.765Z | INFO  | APP | Writing announcements file. | {"Caller":"AnnouncementsFileReaderWriter.Save:70"}
2025-11-28T05:14:30.770Z | INFO  | APP | 1 statistical events are now queued. | {"Caller":"StatisticEventSenderBase.EnqueueAsync:109"}
2025-11-28T05:14:30.770Z | INFO  | APP | Writing authenticated statistical events file. | {"Caller":"StatisticalEventsFileReaderWriter.SaveAuthenticatedEvents:71"}
2025-11-28T05:14:30.782Z | INFO  | APP | Writing authenticated statistical events file finished with state 'Success'. | {"Caller":"StatisticalEventsFileReaderWriter.SaveAuthenticatedEvents:73"}
2025-11-28T05:14:30.782Z | INFO  | APP | Sending 1 statistical events. | {"Caller":"StatisticEventSenderBase.SendAsync:161"}
2025-11-28T05:14:30.784Z | INFO  | API:REQUEST | POST "https://185.159.159.148/data/v1/stats/multiple" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:30.794Z | INFO  | APP | Writing announcements file finished with state 'Success'. | {"Caller":"AnnouncementsFileReaderWriter.Save:72"}
2025-11-28T05:14:30.795Z | INFO  | APP | Reading all announcement files. | {"Caller":"AnnouncementsFileReaderWriter.ReadAllUsers:62"}
2025-11-28T05:14:30.816Z | INFO  | APP | Read 1 announcement files. | {"Caller":"AnnouncementsFileReaderWriter.ReadAllUsers:64"}
2025-11-28T05:14:30.988Z | INFO  | API:RESPONSE | POST "https://185.159.159.148/data/v1/stats/multiple": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:30.989Z | INFO  | APP | Successfully sent 1 statistical events. Removing them from the queue. | {"Caller":"StatisticEventSenderBase.SendAsync:165"}
2025-11-28T05:14:30.990Z | INFO  | APP | Removed successfully sent statistical events. 0 events are now queued. | {"Caller":"StatisticEventSenderBase.RemoveSuccessfullySentEventsAsync:202"}
2025-11-28T05:14:30.990Z | INFO  | APP | Writing authenticated statistical events file. | {"Caller":"StatisticalEventsFileReaderWriter.SaveAuthenticatedEvents:71"}
2025-11-28T05:14:30.991Z | INFO  | APP | Writing authenticated statistical events file finished with state 'Success'. | {"Caller":"StatisticalEventsFileReaderWriter.SaveAuthenticatedEvents:73"}
2025-11-28T05:14:39.031Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:15:35.797Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:15:37.852Z | INFO  | APP | Closing window 'MainWindow' requested. | {"Caller":"WindowActivatorBase.OnWindowClosing:235"}
2025-11-28T05:15:37.852Z | INFO  | APP | Closing window 'MainWindow' aborted. | {"Caller":"WindowActivatorBase.OnWindowCloseAborted:240"}
2025-11-28T05:15:37.852Z | INFO  | APP | Hiding MainWindow. | {"Caller":"WindowActivatorBase.Hide:112"}
2025-11-28T05:15:37.882Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:15:37.882Z | INFO  | APP | Window 'MainWindow' is hidden. | {"Caller":"WindowActivatorBase.OnWindowHidden:230"}
2025-11-28T05:15:42.464Z | INFO  | APP:STOP | Exiting application requested (Ask for exit confirmation: True) | {"Caller":"AppExitInvoker.InternalExitAsync:109"}
2025-11-28T05:15:42.465Z | INFO  | APP | Exiting MainWindow. | {"Caller":"WindowActivatorBase.Exit:124"}
2025-11-28T05:15:42.465Z | INFO  | APP | Window 'MainWindow' is closed. | {"Caller":"WindowActivatorBase.OnWindowClosed:245"}
2025-11-28T05:15:42.466Z | INFO  | PROCESS.COMM | The VpnServiceCaller has been stopped. | {"Caller":"ServiceCallerBase.Stop:104"}
2025-11-28T05:15:42.466Z | INFO  | PROCESS.COMM | The UpdateServiceCaller has been stopped. | {"Caller":"ServiceCallerBase.Stop:104"}
2025-11-28T05:15:42.475Z | INFO  | OS | Stopping the Windows service 'ProtonVPN Service'. | {"Caller":"Service.Stop:144"}
2025-11-28T05:15:42.547Z | INFO  | SETTINGS:CHANGED | Setting 'SidebarWidth' changed from 'null' to '280'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:15:42.636Z | INFO  | APP | Exiting TrayAppWindow. | {"Caller":"WindowActivatorBase.Exit:124"}
2025-11-28T05:15:42.637Z | INFO  | APP | Window 'TrayAppWindow' is closed. | {"Caller":"WindowActivatorBase.OnWindowClosed:245"}
